
2021-12-26T09:04:25.552049;2021-12-26T09:04:25.571468;1;
2021-12-26T09:04:26.072577;2021-12-26T09:04:26.075423;1;
2021-12-26T09:04:26.576530;2021-12-26T09:04:26.578887;1;
2021-12-26T09:04:27.079889;2021-12-26T09:04:27.082062;1;
2021-12-26T09:04:27.583101;2021-12-26T09:04:27.585328;1;
2021-12-26T09:04:28.086295;2021-12-26T09:04:28.088723;1;
2021-12-26T09:04:28.589819;2021-12-26T09:04:28.591982;1;
2021-12-26T09:04:29.092985;2021-12-26T09:04:29.095638;1;
2021-12-26T09:04:29.596649;2021-12-26T09:04:29.598936;1;
2021-12-26T09:04:30.099949;2021-12-26T09:04:30.102087;1;
2021-12-26T09:04:30.603126;2021-12-26T09:04:30.605751;1;
2021-12-26T09:04:31.106837;2021-12-26T09:04:31.109452;1;
2021-12-26T09:04:31.610529;2021-12-26T09:04:31.612935;1;
2021-12-26T09:04:32.113992;2021-12-26T09:04:32.116535;1;
2021-12-26T09:04:32.617599;2021-12-26T09:04:32.620084;1;
2021-12-26T09:04:33.121162;2021-12-26T09:04:33.123558;1;
2021-12-26T09:04:33.624722;2021-12-26T09:04:33.627531;1;
2021-12-26T09:04:34.128641;2021-12-26T09:04:34.130894;1;
2021-12-26T09:04:34.631959;2021-12-26T09:04:34.634381;1;
2021-12-26T09:04:35.135404;2021-12-26T09:04:35.137852;1;
2021-12-26T09:04:35.638684;2021-12-26T09:04:35.641230;1;
2021-12-26T09:04:36.142063;2021-12-26T09:04:36.144806;1;
START MIGRATION 2021-12-26T09:04:36,235765260+00:00
2021-12-26T09:04:36.645870;2021-12-26T09:07:33.898211;1;
END MIGRATION 2021-12-26T09:07:33,992931460+00:00
2021-12-26T09:07:34.406313;2021-12-26T09:07:34.410042;1;
2021-12-26T09:07:34.911206;2021-12-26T09:07:34.913363;1;
2021-12-26T09:07:35.414351;2021-12-26T09:07:35.416664;1;
2021-12-26T09:07:35.917761;2021-12-26T09:07:35.920125;1;
2021-12-26T09:07:36.421190;2021-12-26T09:07:36.423712;1;
2021-12-26T09:07:36.924715;2021-12-26T09:07:36.926995;1;
2021-12-26T09:07:37.427972;2021-12-26T09:07:37.430395;1;
2021-12-26T09:07:37.931414;2021-12-26T09:07:37.933881;1;
2021-12-26T09:07:38.435033;2021-12-26T09:07:38.437628;1;
2021-12-26T09:07:38.938716;2021-12-26T09:07:38.941801;1;
2021-12-26T09:07:39.442965;2021-12-26T09:07:39.445108;1;
2021-12-26T09:07:39.946236;2021-12-26T09:07:39.948469;1;
2021-12-26T09:07:40.449458;2021-12-26T09:07:40.451755;1;
2021-12-26T09:07:40.952815;2021-12-26T09:07:40.955101;1;
2021-12-26T09:07:41.456121;2021-12-26T09:07:41.458196;1;
2021-12-26T09:07:41.959193;2021-12-26T09:07:41.961422;1;
2021-12-26T09:07:42.462588;2021-12-26T09:07:42.464874;1;
2021-12-26T09:07:42.965861;2021-12-26T09:07:42.968092;1;
2021-12-26T09:07:43.469154;2021-12-26T09:07:43.471563;1;
2021-12-26T09:07:43.972578;2021-12-26T09:07:43.975608;1;
